htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
inu.30000077514028,7594544,7895500,,"Dumont, Frank.",Chicago;Dramatic Pub. Co.;c1898.,1898,ilu,,,Love in all corners,0.67,6,16,0.998,s,1898,    ,1898
inu.32000004528552,6061410,13516088,,"Pinero, Arthur Wing,",Boston;Walter H. Baker;1898.,1898,mau,,,Dandy Dick,0.87,155,170,1.0,s,1898,    ,1898
inu.32000011221522,6056950,1159744,,"Shakespeare, William,",New York;American Book Company;c1898,1898,xx ,,,Shakespeare's comedy of Much ado about nothing,0.72,90,192,1.0,s,1898,    ,1898
loc.ark+=13960=t01z4nk93,9595772,,PR4611.A72D4 1898,"Delafield, Emily Prime.","New York;Dodd, Mead & Co.;1898.",1898,nyu,,,Alice in Wonderland,0.84,96,122,0.999,s,1898,    ,1898
loc.ark+=13960=t0ns0tx14,9573090,,E726.R4R4,,"Harrisburg, Pa.;Clepper & Sigler;1898.",1898,pau,,"Regimental histories;United States;1st reg't. [from old catalog];Rhode Island infantry;Spanish-American War, 1898","Spanish-American war, Camp Meade Pennsylvania. 1898",0.75,42,68,0.98,s,1898,    ,1898
loc.ark+=13960=t0sq9bf7x,9610266,,PS1722.F4A7,"Frost, Jonathan Burwell.","Atlanta, Ga.;The Foote & Davies co.;1898.",1898,gau,,,Arizona,0.83,87,116,1.0,s,1898,    ,1898
loc.ark+=13960=t0tq6d43z,9581401,,PS635.Z9B258,"Barnes, J. [from old catalog]",New York;Dick & Fitzgerald;c1898.,1898,nyu,,,The darkey breach of promise case,0.76,15,20,1.0,s,1898,    ,1898
loc.ark+=13960=t14m9rh36,9594521,,PR5671.T4M4,"Traill, H. D.",New York;De Vinne Press;c1898.,1898,nyu,,,The medicine man,0.85,96,118,0.996,s,1898,    ,1898
loc.ark+=13960=t1dj5ww70,9588022,,PS2014.H12S3 1898,"Howard, Bronson,",New York;London;S. French;c1898.,1898,nyu,,,Saratoga;,0.79,63,80,0.999,s,1898,    ,1898
loc.ark+=13960=t1vd7dq5d,9562812,6614723,PS3089.T33G5,"Townsend, Charles,",Boston;W. H. Baker & Co.;1898,1898,mau,,,A gilded youth;,0.71,37,52,1.0,s,1898,    ,1898
loc.ark+=13960=t1zc8hx97,9564014,,PS2359.M178I6,"McIntyre, John Thomas,",Philadelphia;The Penn publishing company;1898.,1898,pau,,,In the toils;,0.85,50,60,1.0,s,1898,    ,1898
loc.ark+=13960=t2h710p17,9575231,,PS2676.R4A8,"Rawley, Bert C. [from old catalog]","Clyde, Ohio;Ames' publishing co.;c1898.",1898,ohu,,,Andy Freckles,0.8,15,20,1.0,s,1898,    ,1898
loc.ark+=13960=t2x35804w,9599944,,PS635.Z9M112,"MacAdam, David H.","St. Louis, Mo.;s.n.;c1898.",1898,mou,,,The secret of Merton,0.8,32,40,1.0,s,1898,    ,1898
loc.ark+=13960=t3320fr9t,9572713,,PR2823.A2B3,"Shakespeare, William,",New York;Cincinnati [etc.;American book company;1898,1898,nyu,,King of Scotland;Macbeth;11th cent;Drama,The tragedy of MacBeth,0.85,107,136,1.0,s,1898,    ,1898
loc.ark+=13960=t3jw91r64,4215944,307889,,"Shakespeare, William,",New York;Cincinnati;Chicago;American book company;c1898.,1898,nyu,,"Caesar, Julius;Drama",The tragedy of Julius Caesar,0.83,96,136,1.0,s,1898,    ,1898
loc.ark+=13960=t43r1s047,11204185,,PS1720.F9E4,"Frey, R. E.,",St. Louis;1898,1898,mou,,,Eileen;,0.85,49,56,1.0,s,1898,    ,1898
loc.ark+=13960=t46q2dz84,9560126,,PS1939.H4G5,"Holcomb, Willard. [from old catalog]",Philadelphia;The Penn publishing company;1898.,1898,pau,,,A gilded brick;,0.72,13,20,1.0,s,1898,    ,1898
loc.ark+=13960=t4hm5wr9m,4215944,307889,,"Shakespeare, William,",New York;Cincinnati;Chicago;American book company;c1898.,1898,nyu,,"Caesar, Julius;Drama",The tragedy of Julius Caesar,0.83,96,136,1.0,s,1898,    ,1898
loc.ark+=13960=t4jm2rg5m,9592620,,PS635.Z9W812,"Wise, John H. [from old catalog]","Noblesville, Ind.;1898.",1898,inu,,,Forgiven,0.74,58,76,1.0,s,1898,    ,1898
loc.ark+=13960=t4pk0vq16,9585177,,PS1769.H68W5,"Hageman, Maurice. [from old catalog]",Chicago;The Dramatic publishing company;c1898,1898,ilu,,,What became of Parker;,0.86,72,76,1.0,s,1898,    ,1898
loc.ark+=13960=t4pk0wm75,9593592,,PS635.Z9G17,"Gale, W. Hector. [from old catalog]","Oneida, N.Y.;Ryan, The Quick Printer;1898.",1898,nyu,,,The loyal heart of 1861,0.82,77,86,1.0,s,1898,    ,1898
loc.ark+=13960=t4th90h90,9560422,,PS635.Z9Y17,"Yale, Charles H. [from old catalog]","Washington, D. C.;Grossmann & Strafford printers;1898",1898,dcu,,,The evil eye,0.81,80,92,1.0,s,1898,    ,1898
loc.ark+=13960=t54f2kn3n,9574959,,PS2544.P75P3,"Perkins, George,","Clyde, O.;Ames' publishing co.;c1898.",1898,ohu,,,Pat McFree,0.79,14,20,1.0,s,1898,    ,1898
loc.ark+=13960=t5fb5zc1j,11202563,20673178,PS2679.R35B5,"Raynor, Verna M.","Clyde, O.;Ames' publishing co.;c1898.",1898,ohu,,Drama;Birds,The Bird family and their friends,0.83,39,44,1.0,s,1898,    ,1898
loc.ark+=13960=t61552945,9587063,,PS3545.A437P3 1898,"Waldron, P. A. [from old catalog]",New York;Dick & Fitzgerald;c1898.,1898,nyu,,,Paddy Doyle;,0.82,18,24,1.0,s,1898,    ,1898
loc.ark+=13960=t6446670z,9578955,,PS635.Z9H392,"Hawkes, E. Raymond [from old catalog]","Uxbridge, Mass.;c1898",1898,mau,,,The angel of deliverance,0.82,29,40,1.0,s,1898,    ,1898
loc.ark+=13960=t67377f7d,9607014,,PS1704.F9S3,"Fraser, John Arthur.",Chicago;The Dramatic publishing company;c1898.,1898,ilu,,,Santiago;,0.84,56,68,1.0,s,1898,    ,1898
loc.ark+=13960=t6834c01h,783953,3854811,PR4515.C7A62 1898,"Hobbes, John Oliver,",New York;Frederick A. Stokes company;1898,1898,nyu,,,The ambassador;,0.87,175,196,0.999,s,1898,    ,1898
loc.ark+=13960=t6sx6x207,9557806,,PS1534.D54O3 1898,"Denison, Thomas S.",Chicago;T. S. Denison;1898,1898,ilu,,,Odds with the enemy;,0.86,33,40,1.0,s,1898,    ,1898
loc.ark+=13960=t73v0580x,9605218,,PS2676.R4U6,"Rawley, Bert C. [from old catalog]","Clyde, Ohio;Ames' publishing co.;c1898.",1898,ohu,,,Uncle Jed's fidelity;,0.87,31,36,1.0,s,1898,    ,1898
loc.ark+=13960=t74t78k95,9572058,,PS3523.E25M8,"Le Brandt, Joseph. [from old catalog]",New York;H. Roorbach;c1898.,1898,nyu,,,My Lady Darrell;,0.88,63,68,1.0,s,1898,    ,1898
loc.ark+=13960=t75t46448,1398059,2630372,PR4827.R6 1898,"Jones, Henry Arthur,","New York;The Macmillan company;London;Macmillan & co., ltd.;1898.",1898,nyu,,,The rogue's comedy;,0.87,134,152,1.0,s,1898,    ,1898
loc.ark+=13960=t7hq4mj4p,9589310,,PS635.Z9S99,"Switzer, Marvin D. [from old catalog]","Clyde, O.;1898?",1898,ohu,,,Nip and tuck,0.77,7,12,1.0,s,1898,    ,1898
loc.ark+=13960=t7kp8j07x,9582422,20658714,PS2429.M35R6,"Moore, Bernard Francis.",Boston;W.H. Baker & co.;1898.,1898,mau,,,The Rough rider;,0.83,39,52,0.996,s,1898,    ,1898
loc.ark+=13960=t85h84n8s,9567417,,PR4762.A3 1898,"Hope, Anthony,",New York;R. H. Russell;1898.,1898,nyu,,,The adventure of the Lady Ursula;,0.87,136,158,1.0,s,1898,    ,1898
loc.ark+=13960=t88g92v36,9573363,,PR4710.C72B7,"Gaskell, Elizabeth Cleghorn,","Salem, Mass.;C.C. Browne;1898.",1898,mau,,,Scenes from Cranford,0.79,28,36,1.0,s,1898,    ,1898
loc.ark+=13960=t8mc9ff5d,9595977,,PR2823.A2F7,"Shakespeare, William,","New York;The Macmillan company;London;Macmillan & co., ltd.;1898.",1898,nyu,,King of Scotland;Macbeth;11th cent;Drama,Shakespeare's Macbeth;,0.74,117,242,1.0,s,1898,    ,1898
loc.ark+=13960=t8pc3fz7f,9582357,15652024,PS1292.C455I6,"Chase, F. E.",Boston;W.H. Baker & Co.;1898.,1898,mau,,,In the trenches;,0.86,46,52,1.0,s,1898,    ,1898
loc.ark+=13960=t8rb7n39g,9592779,,PS3089.T33L6,"Townsend, Charles,",Philadelphia;The Penn publishing company;1898.,1898,pau,,,A loyal friend,0.79,38,44,1.0,s,1898,    ,1898
loc.ark+=13960=t9571wm7t,9558595,,PS2199.L36,"Lampe, John A. [from old catalog]",Chicago;J. A. Lampe;1898.,1898,ilu,,d. 161 B.C;Judas;Maccabeus;Drama,Sons of Mattathias;,0.81,36,48,1.0,s,1898,    ,1898
mdp.39015002270240,3908912,2762340,,"Shaw, Bernard,",Chicago;New York;H. S. Stone and company;1898.,1898,ilu,v. 1,,Plays: pleasant and unpleasant,0.83,205,284,1.0,s,1898,    ,1898
mdp.39015002336645,1908572,2103677,,"Kyd, Thomas,",London;J.M. Dent;1898.,1898,enk,,,The Spanish tragedy,0.82,132,202,1.0,s,1898,    ,1898
mdp.39015005333417,1909076,654224,,"Shakespeare, William,",New York;Cincinnati [etc.;American book company;c1898,1898,nyu,,,Shakespeare's comedy of the Taming of the shrew;,0.74,110,200,1.0,s,1898,    ,1898
mdp.39015008169800,1909076,654224,,"Shakespeare, William,",New York;Cincinnati [etc.;American book company;c1898,1898,nyu,,,Shakespeare's comedy of the Taming of the shrew;,0.73,111,208,1.0,s,1898,    ,1898
mdp.39015010735192,3908912,2762340,,"Shaw, Bernard,",Chicago;New York;H. S. Stone and company;1898.,1898,ilu,v.2,,Plays: pleasant and unpleasant,0.78,196,370,1.0,s,1898,    ,1898
mdp.39015011326538,1398059,2630372,PR4827.R6 1898,"Jones, Henry Arthur,","New York;The Macmillan company;London;Macmillan & co., ltd.;1898.",1898,nyu,,,The rogue's comedy;,0.84,122,148,0.999,s,1898,    ,1898
mdp.39015011531962,2549045,68137483,PR2662.A15,"Jonson, Ben,",New York;John Lane;1898.,1898,enk,,,Volpone;,0.78,183,250,0.996,s,1898,    ,1898
mdp.39015011905141,1908572,2103677,,"Kyd, Thomas,",London;J.M. Dent;1898.,1898,enk,,,The Spanish tragedy,0.81,132,204,1.0,s,1898,    ,1898
mdp.39015014234093,1802299,3043057,,"Verhaeren, Emile,",Chicago;C.H. Sergel co.;1898.,1898,ilu,,,The dawn (Les aubes),0.83,97,124,0.992,s,1898,    ,1898
mdp.39015019229718,1187838,2219259,PS3134.W6,"Wallace, Lew,",New York;Harper;1898.,1898,nyu,,161-192;Commodus;Drama;Emperor of Rome,The wooing of Malkatoon ;,0.77,90,212,1.0,s,1898,    ,1898
mdp.39015020484302,2239852,4221567,,"Tennyson, Alfred Tennyson,",London;Macmillan;1898-99,1898,enk,v.11,"1809-1892;Baron;1852-1928;Tennyson, Hallam Tennyson;Tennyson, Alfred Tennyson","The life and works of Alfred, lord Tennyson",0.89,306,326,1.0,m,1898,1899,1898-1899
mdp.39015020484468,2239852,4221567,,"Tennyson, Alfred Tennyson,",London;Macmillan;1898-99,1898,enk,v.10,"1809-1892;Baron;1852-1928;Tennyson, Hallam Tennyson;Tennyson, Alfred Tennyson","The life and works of Alfred, lord Tennyson",0.88,302,330,1.0,m,1898,1899,1898-1899
mdp.39015021250298,1908257,4620090,,"Brougham, John,","New York;S. French; [etc., etc.;1898?",1898,nyu,,,Po-ca-hon-tas,0.79,28,35,1.0,s,1898,    ,1898
mdp.39015026473770,1019901,60589510,PR4201.P6 1898 vol. 3,"Browning, Robert,",New York;Boston;T. Y. Crowell & company;c1898,1898,nyu,,,The return of the Druses,0.79,265,380,1.0,s,1898,    ,1898
mdp.39015030856622,1373552,2223385,PR2411.S4 1898,,London;J. M. Dent;1898.,1898,enk,,Sultan of the Turks;1470-1520;Selim;I;Drama,"The tragical reign of Selimus, sometime emperor of the Turks",0.87,96,140,1.0,s,1898,    ,1898
mdp.39015030938578,1398061,5912673,PR4827.T3 1898,"Jones, Henry Arthur,","London;Macmillan and co., limited;New York;The Macmillan company;1898.",1898,enk,,,The tempter,0.85,118,148,1.0,s,1898,    ,1898
mdp.39015035912354,559474,14035335,,"Burke, Charles Saint Thomas,","New York;S. French; [etc., etc.;1898?",1898,nyu,,,Rip Van Winkle;,0.81,25,37,1.0,s,1898,    ,1898
mdp.39015059396112,914596,779502,,"Irving, Laurence,",London;New York;J. Lane;1898.,1898,enk,,,Godefroi and Yolande,0.84,92,106,1.0,s,1898,    ,1898
mdp.39015063515475,783953,3854811,PR4515.C7A62 1898,"Hobbes, John Oliver,",New York;Frederick A. Stokes company;1898,1898,nyu,,,The ambassador;,0.87,177,195,1.0,s,1898,    ,1898
mdp.39015063515756,447975,688283,,"Shakespeare, William,",New York;Cincinnati;Chicago;American Book Company;c1898,1898,nyu,,"1564-1616;Shakespeare, William;Othello","Shakespeare's tragedy of Othello, the Moor of Venice",0.74,116,226,1.0,s,1898,    ,1898
mdp.39015063516572,448814,716767,PR2823.A2B6,"Shakespeare, William,","Chicago;New York;Scott, Foresman and company;c1898",1898,ilu,,,Shakspere's Macbeth;,0.79,111,183,1.0,s,1898,    ,1898
mdp.39015063523370,206561,15291449,PS2014.H12S3 1898,"Howard, Bronson,",New York;London;S. French;c1898.,1898,nyu,,,Saratoga;,0.88,65,75,1.0,s,1898,    ,1898
mdp.39015063524725,280224,66267406,,"Shakespeare, William,",London;D. McKay;1898,1898,enk,,,Shakespeare's King Henry V;,0.78,96,141,1.0,s,1898,    ,1898
mdp.39015063733359,5148592,67879059,,"Smith, Theodore Clarke,","Ann Arbor, Mich.;G. Wahr;1898.",1898,miu,v.1 1898,"Europe;History;Outlines, syllabi, etc",European history,0.77,25,36,1.0,s,1898,    ,1898
mdp.39015063733425,5148592,67879059,,"Smith, Theodore Clarke,","Ann Arbor, Mich.;G. Wahr;1898.",1898,miu,v.2 1898,"Europe;History;Outlines, syllabi, etc",European history,0.8,29,36,0.996,s,1898,    ,1898
mdp.39015063756061,245822,5816301,PR2803.A2.R6 1905,"Shakespeare, William,",New York;Cincinnati [etc.;American book company;c1898,1898,nyu,,,Shakespeare's comedy of As you like it,0.69,91,215,1.0,s,1898,    ,1898
mdp.39015063763331,784268,620338,PR4525.D5G5 1898,"Davidson, John,",New York [etc.;John Lane;1898.,1898,nyu,,,Godfrida;,0.85,123,149,1.0,s,1898,    ,1898
mdp.39015064368684,1960287,50142813,,"Eddy, Mary Baker,",Boston;The Christian science publishing society;1898.,1898,mau,,Christian Science,"Church manual of the First church of Christ, Scientist, in Boston, Massachusetts",0.75,112,202,0.95,s,1898,    ,1898
mdp.39015064368783,1960286,4830309,,"Eddy, Mary Baker,",Boston;The Christian science publishing society;1898.,1898,mau,,Christian Science,"Church manual of the First church of Christ, Scientist, in Boston, Massachusetts",0.75,112,200,0.951,s,1898,    ,1898
mdp.39015065664354,1909402,2453395,,"Weston, J. M.","New York;S. French; [etc., etc.;1898?",1898,nyu,,,Lucretia Borgia,0.76,50,71,1.0,s,1898,    ,1898
mdp.39015067125966,1359962,7884442,,"Shakespeare, William,",London;J. M. Dent and company;1898.,1898,enk,,,Shakespeare's comedy of Measure for measure;,0.84,134,168,1.0,s,1898,    ,1898
njp.32101013541329,3047153,1488699,,"Sheridan, Richard Brinsley,",London;G. Bell and sons;1898.,1898,enk,,,The dramatic works of Richard Brinsley Sheridan;,0.78,359,614,1.0,s,1898,    ,1898
njp.32101032249086,8888056,29104571,,"Bridges, Robert,","London;Smith, Elder;1898-1905.",1898,enk,v.6,,Poetical works,0.82,261,298,0.992,m,1898,1905,1898-1905
njp.32101032249094,8888056,29104571,,"Bridges, Robert,","London;Smith, Elder;1898-1905.",1898,enk,v.5,,Poetical works,0.78,271,310,1.0,m,1898,1905,1898-1905
njp.32101032249110,8888056,29104571,,"Bridges, Robert,","London;Smith, Elder;1898-1905.",1898,enk,v.4,,Poetical works,0.84,288,326,1.0,m,1898,1905,1898-1905
njp.32101063690778,6502231,3722402,PZ3.F755T,"Ford, Paul Leicester,","New York;Dodd, Mead and company;1898.",1898,nyu,,,Tattle-tales of Cupid,0.71,127,284,1.0,s,1898,    ,1898
njp.32101063971186,8919080,29630766,,"Tolstoy, Leo,",New York;Thomas Y. Crowell Co.;c1898-c1911.,1898,nyu,vol. 11,,The complete works of Lyof N. Tolstoĭ,0.71,213,476,1.0,m,1898,1911,1898-1911
njp.32101066120732,8925171,1499528,PR4201.P6 1898,"Browning, Robert,",New York;Boston;T. Y. Crowell & company;c1898,1898,nyu,v.3,,[Complete works of Robert Browning,0.79,263,382,1.0,s,1898,    ,1898
njp.32101066124825,8683500,5205472,,"Shakespeare, William,","New York;Harper & brothers;1899, c1898.",1898,nyu,v.1,Henry;1367-1413;IV;Drama;King of England,Shakespeare's history of King Henry the Fourth,0.81,101,214,1.0,t,1899,1898,1899
njp.32101066124908,8925342,24193653,,"Shakespeare, William,",New York;Baker & Taylor;1898,1898,nyu,,,Shakespeare's The comedy of errors,0.66,65,168,1.0,s,1898,    ,1898
njp.32101066125186,8925353,30906805,,"Shakespeare, William,",New York;Baker & Taylor;c1898.,1898,nyu,,,Shakespeare's comedy of the Two gentlemen of Verona,0.7,79,172,1.0,s,1898,    ,1898
njp.32101066125335,8925364,42016501,,"Shakespeare, William,",London;Chiswick Press;1898.,1898,enk,,,King Richard II;,0.83,56,68,1.0,s,1898,    ,1898
njp.32101066159870,8926090,3718370,PQ2635.O7C92 1898a,"Rostand, Edmond,","Boston;New York;London;Lamson, Wolffe and company;1898.",1898,mau,,1619-1655;Cyrano de Bergerac;Drama,Cyrano de Bergerac;,0.7,181,252,0.999,s,1898,    ,1898
njp.32101066454347,8927845,41938334,,"Goldsmith, Oliver,",New York;Barnes;1898.,1898,nyu,,,"She stoops to conquer; or, The mistakes of a night;",0.85,88,108,1.0,s,1898,    ,1898
njp.32101068138492,8888056,29104571,,"Bridges, Robert,","London;Smith, Elder;1898-1905.",1898,enk,v.3,,Poetical works,0.86,249,274,1.0,m,1898,1905,1898-1905
njp.32101068144433,8967550,42634477,,"Shakespeare, William,",New York;Baker;c1898,1898,nyu,,,History of The life and death of King John;,0.73,111,248,0.998,s,1898,    ,1898
njp.32101068170701,8968560,41961389,,"Hovey, Richard,","Boston;Small, Maynard and Company;1898-1900",1898,mau,vol.3,,Lancelot and Guenevere;,0.85,224,258,1.0,m,1898,1900,1898-1900
njp.32101068170719,8968560,41961389,,"Hovey, Richard,","Boston;Small, Maynard and Company;1898-1900",1898,mau,vol.2,,Lancelot and Guenevere;,0.86,170,192,0.999,m,1898,1900,1898-1900
njp.32101074943018,9025910,6509182,,Terence,London;G. Bell & sons;1898.,1898,enk,,,The Comedies of Terence,0.76,330,578,1.0,s,1898,    ,1898
nnc1.0038861313,8399595,505762155,,"Beaumont, Francis,",London;J. M. Dent & sons ltd.;1898.,1898,enk,,,The knight of the burning pestle;,0.79,138,186,0.999,s,1898,    ,1898
nnc1.cu11635266,8421483,31497460,,"Shakespeare, William,",New York;American book company;c1898-1910,1898,nyu,v.11,,Shakespeare's [Works],0.74,109,204,0.989,m,1898,1910,1898-1910
nnc1.cu11635282,8421483,31497460,,"Shakespeare, William,",New York;American book company;c1898-1910,1898,nyu,v.8,,Shakespeare's [Works],0.67,90,220,1.0,m,1898,1910,1898-1910
nnc1.cu11635290,8421483,31497460,,"Shakespeare, William,",New York;American book company;c1898-1910,1898,nyu,v.6,,Shakespeare's [Works],0.72,122,254,0.999,m,1898,1910,1898-1910
nnc1.cu11635550,8421483,31497460,,"Shakespeare, William,",New York;American book company;c1898-1910,1898,nyu,v.28,,Shakespeare's [Works],0.68,74,188,1.0,m,1898,1910,1898-1910
nnc1.cu11635568,8421483,31497460,,"Shakespeare, William,",New York;American book company;c1898-1910,1898,nyu,v.24,,Shakespeare's [Works],0.7,87,188,1.0,m,1898,1910,1898-1910
nnc1.cu11635592,8421483,31497460,,"Shakespeare, William,",New York;American book company;c1898-1910,1898,nyu,v.20,,Shakespeare's [Works],0.73,92,186,1.0,m,1898,1910,1898-1910
nnc1.cu11635614,8421483,31497460,,"Shakespeare, William,",New York;American book company;c1898-1910,1898,nyu,v.18,,Shakespeare's [Works],0.73,127,268,1.0,m,1898,1910,1898-1910
nnc1.cu11635622,8421483,31497460,,"Shakespeare, William,",New York;American book company;c1898-1910,1898,nyu,v.16,,Shakespeare's [Works],0.71,91,204,1.0,m,1898,1910,1898-1910
nnc1.cu11635886,8421483,31497460,,"Shakespeare, William,",New York;American book company;c1898-1910,1898,nyu,v.33,,Shakespeare's [Works],0.66,79,204,0.999,m,1898,1910,1898-1910
nnc1.cu58420037,8434366,228773911,,"Farquhar, George,",London;J. M. Dent and sons ltd.;1898.,1898,enk,,,The beaux-strategem;,0.84,127,176,0.999,s,1898,    ,1898
nyp.33433000182075,8590167,2031974,,"Jonson, Ben,",New York;John Lane;1898.,1898,xx ,,English drama,"Ben Ionson, his Volpone",0.68,150,252,0.994,s,1898,    ,1898
nyp.33433000182083,1398062,5138175,PR2662.A15,"Jonson, Ben,",London;L. Smithers and co.;1898.,1898,enk,,,"Ben Ionson, his Volpone",0.79,183,252,0.994,s,1898,    ,1898
nyp.33433000758072,4218914,36030039,,,"London;Macmillan and co., limited;New York;The Macmillan company;1898?",1898,enk,,,Scenes from Shakespeare for use in schools,0.79,65,90,1.0,s,1898,    ,1898
nyp.33433059331367,8615993,,PR5550.E98,"Tennyson, Alfred Tennyson,",London;Macmillan;1898-1899.,1898,enk,v. 11,,The life and works of Alfred Lord Tennyson,0.89,305,326,1.0,m,1898,1899,1898-1899
nyp.33433067294912,7922871,1074650,,"Kingsley, Charles,",New York;Co-operative Publication Society;1898-99,1898,nyu,v. 14,,"Novels, poems and letters of Charles Kingsley",0.69,173,412,0.998,s,1898,    ,1898-1899
nyp.33433074866777,6678587,2649341,PR4161.B6 1898,"Bridges, Robert,","London;Smith, Elder & Co.;1898-1905.",1898,enk,v. 3,,Poetical works of Robert Bridges,0.87,251,276,1.0,m,1898,1905,1898-1905
nyp.33433074866785,6678587,2649341,PR4161.B6 1898,"Bridges, Robert,","London;Smith, Elder & Co.;1898-1905.",1898,enk,v. 4,,Poetical works of Robert Bridges,0.87,298,328,1.0,m,1898,1905,1898-1905
nyp.33433074866793,6678587,2649341,PR4161.B6 1898,"Bridges, Robert,","London;Smith, Elder & Co.;1898-1905.",1898,enk,v. 5,,Poetical works of Robert Bridges,0.88,294,312,1.0,m,1898,1905,1898-1905
nyp.33433074866801,6678587,2649341,PR4161.B6 1898,"Bridges, Robert,","London;Smith, Elder & Co.;1898-1905.",1898,enk,v. 6,,Poetical works of Robert Bridges,0.86,268,298,0.992,m,1898,1905,1898-1905
nyp.33433074910740,2104072,32916414,,"Pinero, Arthur Wing,",London;W. Heinemann;1898.,1898,enk,,,The princess and the butterfly;,0.81,223,268,0.998,s,1898,    ,1898
nyp.33433074917265,4142907,305480,,"Shakespeare, William,",New York;Cincinnati;Chicago;American Book Company;1898.,1898,nyu,,"1564-1616;Shakespeare, William;Coriolanus",Shakespeare's tragedy of Coriolanus,0.7,194,300,0.999,s,1898,    ,1898
